,Stacja,Rok,Miesiąc,Absolutna temperatura maksymalna [°C],Absolutna temperatura minimalna [°C],Średnia temperatura maksymalna [°C],Średnia temperatura minimalna [°C],Średnia temperatura miesięczna [°C],Miesieczna suma opadów [mm]
3790,SŁOSZÓW,1994,10,16.8,-7.6,9.1,0.7,5.0,32.4
3791,SŁOSZÓW,1994,11,14.8,-6.0,6.7,1.1,3.8,52.5
3792,SŁOSZÓW,1994,12,9.0,-12.0,2.9,-2.0,0.4,98.5
3793,SŁOSZÓW,1995,1,10.0,-12.5,0.1,-4.5,-2.1,75.1
3794,SŁOSZÓW,1995,2,11.2,-9.8,5.0,-0.6,2.2,54.1
3795,SŁOSZÓW,1995,3,11.2,-10.0,4.2,-2.5,0.6,74.1
3796,SŁOSZÓW,1995,4,25.0,-3.0,10.3,2.3,6.0,106.5
3797,SŁOSZÓW,1995,5,25.4,-3.2,15.5,4.3,10.4,108.4
3798,SŁOSZÓW,1995,6,24.6,3.0,18.1,8.5,13.5,158.0
3799,SŁOSZÓW,1995,7,30.6,6.0,24.6,10.9,18.3,80.4
3800,SŁOSZÓW,1995,8,27.2,4.5,21.2,9.4,15.8,118.0
3801,SŁOSZÓW,1995,9,22.0,1.5,14.5,7.1,10.5,129.7
3802,SŁOSZÓW,1995,10,23.8,-4.0,14.0,5.4,9.3,8.8
3803,SŁOSZÓW,1995,11,8.6,-13.5,1.6,-3.0,-0.4,63.2
3804,SŁOSZÓW,1995,12,7.4,-20.2,-1.9,-6.5,-4.2,64.6
3805,LĄDEK-ZDRÓJ,1991,1,15.0,-19.4,3.3,-3.6,-0.3,18.6
3806,LĄDEK-ZDRÓJ,1991,2,12.5,-22.8,-0.4,-9.2,-5.1,21.4
3807,LĄDEK-ZDRÓJ,1991,3,15.2,-7.3,8.7,1.4,4.5,33.4
3808,LĄDEK-ZDRÓJ,1991,4,16.0,-4.9,10.8,1.6,5.6,77.3
3809,LĄDEK-ZDRÓJ,1991,5,20.2,-1.0,12.8,3.8,8.0,112.7
3810,LĄDEK-ZDRÓJ,1991,6,27.6,1.4,19.5,8.9,14.0,101.6
3811,LĄDEK-ZDRÓJ,1991,7,30.9,6.2,23.4,12.0,17.8,140.6
3812,LĄDEK-ZDRÓJ,1991,8,29.1,5.1,21.4,11.3,15.9,61.4
3813,LĄDEK-ZDRÓJ,1991,9,25.1,-1.0,18.9,8.4,12.9,54.8
3814,LĄDEK-ZDRÓJ,1991,10,20.5,-8.3,11.2,2.7,6.3,23.3
3815,LĄDEK-ZDRÓJ,1991,11,9.8,-5.3,4.6,-0.2,2.1,94.5
3816,LĄDEK-ZDRÓJ,1991,12,7.7,-21.9,0.2,-6.3,-3.0,79.4
3817,LĄDEK-ZDRÓJ,1992,1,8.0,-15.9,2.4,-3.4,-0.7,56.9
3818,LĄDEK-ZDRÓJ,1992,2,11.0,-6.3,4.1,-1.9,0.8,92.5
3819,LĄDEK-ZDRÓJ,1992,3,13.2,-6.7,7.0,-0.6,2.7,99.5
3820,LĄDEK-ZDRÓJ,1992,4,23.1,-4.6,12.1,2.6,7.1,49.8
3821,LĄDEK-ZDRÓJ,1992,5,24.5,1.5,18.5,6.4,12.8,13.7
3822,LĄDEK-ZDRÓJ,1992,6,27.6,5.2,22.1,10.6,16.8,69.3
3823,LĄDEK-ZDRÓJ,1992,7,30.3,5.9,24.5,11.4,18.7,59.6
3824,LĄDEK-ZDRÓJ,1992,8,35.2,8.9,28.2,14.1,21.0,21.4
3825,LĄDEK-ZDRÓJ,1992,9,23.9,2.4,19.0,8.2,12.6,39.5
3826,LĄDEK-ZDRÓJ,1992,10,20.1,-3.6,9.9,2.6,5.8,73.1
3827,LĄDEK-ZDRÓJ,1992,11,12.5,-6.1,6.5,0.6,3.7,18.5
3828,LĄDEK-ZDRÓJ,1992,12,12.9,-15.4,0.5,-4.9,-2.0,88.4
3829,LĄDEK-ZDRÓJ,1993,1,14.4,-22.4,4.3,-4.2,0.4,25.8
3830,LĄDEK-ZDRÓJ,1993,2,7.4,-14.5,1.9,-6.5,-2.3,82.8
3831,LĄDEK-ZDRÓJ,1993,3,16.6,-13.3,4.9,-3.5,0.5,98.2
3832,LĄDEK-ZDRÓJ,1993,4,24.3,-7.3,13.7,1.7,7.9,30.0
3833,LĄDEK-ZDRÓJ,1993,5,25.8,2.9,20.7,7.0,14.1,58.3
3834,LĄDEK-ZDRÓJ,1993,6,27.3,5.0,19.9,8.9,14.8,81.5
3835,LĄDEK-ZDRÓJ,1993,7,27.4,4.0,21.3,9.8,15.5,93.5
3836,LĄDEK-ZDRÓJ,1993,8,30.5,4.0,22.2,9.8,15.8,53.7
3837,LĄDEK-ZDRÓJ,1993,9,24.3,0.0,16.8,7.5,11.6,88.2
3838,LĄDEK-ZDRÓJ,1993,10,21.3,-3.6,11.9,4.4,7.7,60.7
3839,LĄDEK-ZDRÓJ,1993,11,11.4,-14.4,2.6,-3.1,-0.4,32.2
3840,LĄDEK-ZDRÓJ,1993,12,10.5,-12.9,4.8,-1.0,1.9,62.7
3841,LĄDEK-ZDRÓJ,1994,1,11.1,-12.0,4.8,-0.5,2.0,44.5
3842,LĄDEK-ZDRÓJ,1994,2,14.3,-17.9,2.0,-5.6,-1.9,27.1
3843,LĄDEK-ZDRÓJ,1994,3,18.6,-4.4,8.9,1.3,4.8,99.2
3844,LĄDEK-ZDRÓJ,1994,4,22.8,-3.0,12.5,2.0,7.4,84.7
3845,LĄDEK-ZDRÓJ,1994,5,25.4,-2.9,17.5,6.1,11.9,99.1
3846,LĄDEK-ZDRÓJ,1994,6,32.0,1.5,21.1,9.0,15.5,43.9
3847,LĄDEK-ZDRÓJ,1994,7,35.0,8.0,26.9,12.2,20.0,33.6
3848,LĄDEK-ZDRÓJ,1994,8,34.1,5.6,23.3,11.8,17.1,158.4
3849,LĄDEK-ZDRÓJ,1994,9,23.4,1.7,18.4,9.0,13.0,100.8
3850,LĄDEK-ZDRÓJ,1994,10,18.7,-6.5,10.9,1.8,6.1,43.6
3851,LĄDEK-ZDRÓJ,1994,11,16.5,-5.1,7.7,1.1,4.3,35.1
3852,LĄDEK-ZDRÓJ,1994,12,11.5,-12.0,4.0,-1.8,1.0,44.3
3853,LĄDEK-ZDRÓJ,1995,1,11.1,-13.6,1.2,-4.3,-1.6,55.6
3854,LĄDEK-ZDRÓJ,1995,2,11.5,-11.0,6.5,-0.3,2.9,35.1
3855,LĄDEK-ZDRÓJ,1995,3,13.3,-8.0,5.5,-1.8,1.4,64.6
3856,LĄDEK-ZDRÓJ,1995,4,24.6,-3.5,11.7,3.1,7.1,86.6
3857,LĄDEK-ZDRÓJ,1995,5,26.5,-2.0,16.9,5.8,11.5,98.3
3858,LĄDEK-ZDRÓJ,1995,6,26.1,4.6,19.0,9.5,14.4,153.8
3859,LĄDEK-ZDRÓJ,1995,7,30.2,7.2,25.4,12.3,19.2,81.2
3860,LĄDEK-ZDRÓJ,1995,8,28.0,5.4,21.9,10.5,16.0,133.9
3861,LĄDEK-ZDRÓJ,1995,9,22.6,-0.5,15.8,7.9,11.5,143.1
3862,LĄDEK-ZDRÓJ,1995,10,23.7,-2.0,15.1,6.7,10.3,12.4
3863,LĄDEK-ZDRÓJ,1995,11,10.0,-10.0,3.1,-2.9,0.2,112.0
3864,LĄDEK-ZDRÓJ,1995,12,10.2,-17.2,-0.3,-6.0,-3.4,62.7
3070,KARPACZ,1996,1,9.1,-17.6,-1.6,-7.8,-5.3,11.8
3071,KARPACZ,1996,2,7.6,-16.8,-0.5,-8.0,-4.6,51.1
3072,KARPACZ,1996,3,7.6,-13.4,1.5,-5.5,-2.4,65.8
3073,KARPACZ,1996,4,24.0,-9.4,11.0,1.4,5.8,71.9
3074,KARPACZ,1996,5,25.0,0.7,15.2,6.5,10.9,126.7
3075,KARPACZ,1996,6,29.0,5.6,19.3,9.9,14.6,84.5
3076,KARPACZ,1996,7,24.5,5.1,18.7,10.0,14.4,139.9
3077,KARPACZ,1996,8,24.5,7.0,19.9,11.4,15.4,119.8
3078,KARPACZ,1996,9,21.1,2.2,11.1,5.9,8.2,175.4
3079,KARPACZ,1996,10,21.6,-0.8,12.2,6.2,8.7,74.2
3080,KARPACZ,1996,11,17.1,-5.8,7.7,1.7,4.4,45.6
3081,KARPACZ,1996,12,9.1,-19.5,-0.9,-8.4,-5.0,41.6
3082,KARPACZ,1997,1,11.1,-19.5,0.3,-6.5,-3.4,20.7
3083,KARPACZ,1997,2,12.6,-11.4,5.5,-1.6,1.7,75.1
3084,KARPACZ,1997,3,15.6,-8.1,7.5,-0.8,2.8,52.0
3085,KARPACZ,1997,4,15.1,-7.6,8.2,-0.3,3.6,127.1
3086,KARPACZ,1997,5,26.5,0.4,16.6,7.3,11.9,107.3
3087,KARPACZ,1997,6,27.5,4.0,19.0,10.4,15.0,118.1
3088,KARPACZ,1997,7,22.1,9.5,19.2,11.5,15.4,501.1
3089,KARPACZ,1997,8,26.0,8.0,22.3,12.8,17.2,86.4
3090,KARPACZ,1997,9,24.0,0.9,17.2,8.2,11.8,64.4
3091,KARPACZ,1997,10,20.1,-6.6,9.6,2.6,5.5,73.8
3092,KARPACZ,1997,11,16.6,-7.1,5.9,-0.3,2.5,64.8
3093,KARPACZ,1997,12,10.1,-17.4,3.9,-1.9,0.8,118.0
3094,KARPACZ,1998,1,14.1,-12.0,4.9,-1.8,1.1,81.3
3095,KARPACZ,1998,2,17.6,-17.0,7.8,-0.4,3.4,32.0
3096,KARPACZ,1998,3,19.6,-10.5,5.5,-1.9,1.4,106.3
3097,KARPACZ,1998,4,20.0,-1.6,13.2,5.5,9.1,97.1
3098,KARPACZ,1998,5,25.0,1.9,17.3,8.2,12.8,39.8
3099,KARPACZ,1998,6,30.6,5.5,20.3,11.4,15.8,176.0
3100,KARPACZ,1998,7,31.1,6.5,20.3,11.9,15.9,84.6
3101,KARPACZ,1998,8,28.5,5.0,20.8,11.0,15.4,61.2
3102,KARPACZ,1998,9,24.5,1.9,15.7,8.6,11.7,140.1
3103,KARPACZ,1998,10,18.5,-1.1,10.6,4.6,7.2,140.2
3104,KARPACZ,1998,11,9.5,-15.4,2.4,-2.9,-0.6,96.0
3105,KARPACZ,1998,12,14.5,-13.5,3.2,-3.5,-0.3,54.4
3106,KARPACZ,1999,1,17.0,-17.4,5.5,-1.0,1.9,41.3
3107,KARPACZ,1999,2,11.5,-14.4,1.1,-4.5,-1.8,94.0
3108,KARPACZ,1999,3,18.0,-5.6,8.1,1.1,4.1,53.4
3109,KARPACZ,1999,4,17.0,-1.1,12.0,4.2,7.8,56.0
3110,KARPACZ,1999,5,26.5,2.4,17.0,7.9,12.5,72.1
3111,KARPACZ,1999,6,24.5,5.5,18.2,10.2,14.2,178.5
3112,KARPACZ,1999,7,29.0,9.0,21.8,13.4,17.7,93.9
3113,KARPACZ,1999,8,27.0,6.5,20.5,11.8,15.8,44.3
3114,KARPACZ,1999,9,23.5,7.0,20.2,11.7,15.3,51.3
3115,KARPACZ,1999,10,19.0,-2.6,11.3,5.1,7.7,55.7
3116,KARPACZ,1999,11,16.5,-7.1,5.2,-0.4,2.1,51.6
3117,KARPACZ,1999,12,8.5,-11.0,3.2,-1.8,0.6,80.8
3118,KARPACZ,2000,1,7.5,-13.0,1.4,-4.6,-1.8,108.1
3119,KARPACZ,2000,2,14.5,-10.1,5.1,-1.1,1.9,93.5
3120,KARPACZ,2000,3,13.5,-5.1,5.9,-0.4,2.5,194.6
3121,KARPACZ,2000,4,24.5,-2.2,15.6,6.2,10.5,31.3
3122,KARPACZ,2000,5,26.5,1.8,19.6,8.7,14.2,78.7
3123,KARPACZ,2000,6,31.1,3.8,21.3,11.2,16.4,63.2
3124,KARPACZ,2000,7,23.5,7.8,18.0,10.7,14.3,200.8
3125,KARPACZ,2000,8,30.6,6.3,22.1,11.9,16.8,54.7
3126,KARPACZ,2000,9,23.0,0.3,16.0,7.8,11.5,59.7
3127,KARPACZ,2000,10,23.5,2.8,15.0,7.9,11.1,45.6
3128,KARPACZ,2000,11,13.5,-3.2,9.6,3.0,6.0,73.6
3129,KARPACZ,2000,12,14.0,-12.1,5.5,-0.8,1.9,34.5
3190,PSZENNO,1996,1,9.0,-16.3,-2.1,-7.1,-4.7,3.6
3191,PSZENNO,1996,2,7.0,-22.5,-0.5,-7.4,-4.2,29.4
3192,PSZENNO,1996,3,8.8,-11.5,2.5,-3.8,-0.9,32.7
3193,PSZENNO,1996,4,27.1,-4.0,13.3,2.8,7.8,45.5
3194,PSZENNO,1996,5,26.4,4.4,17.7,8.9,13.0,59.1
3195,PSZENNO,1996,6,31.3,6.9,22.3,11.5,16.8,54.0
3196,PSZENNO,1996,7,26.9,4.9,21.9,11.7,16.7,95.5
3197,PSZENNO,1996,8,28.4,9.1,23.1,12.1,17.3,103.4
3198,PSZENNO,1996,9,21.2,3.0,13.7,7.7,10.3,93.4
3199,PSZENNO,1996,10,21.4,0.0,14.3,7.3,10.3,44.5
3200,PSZENNO,1996,11,17.3,-3.5,9.0,3.7,6.0,10.8
3201,PSZENNO,1996,12,8.5,-24.6,-0.5,-8.3,-4.8,16.4
3202,PSZENNO,1997,1,6.7,-20.2,-0.2,-6.1,-3.5,8.2
3203,PSZENNO,1997,2,15.2,-9.6,7.2,0.8,3.6,20.6
3204,PSZENNO,1997,3,18.4,-6.0,9.6,0.4,4.7,36.2
3205,PSZENNO,1997,4,18.5,-4.0,10.7,1.2,5.7,41.3
3206,PSZENNO,1997,5,29.9,2.4,19.2,8.6,13.9,90.7
3207,PSZENNO,1997,6,32.2,4.1,22.2,10.8,16.9,52.8
3208,PSZENNO,1997,7,26.1,8.8,22.3,12.8,17.6,280.4
3209,PSZENNO,1997,8,30.5,7.8,25.2,12.1,18.7,38.0
3210,PSZENNO,1997,9,25.3,2.8,20.2,9.3,14.4,37.2
3211,PSZENNO,1997,10,21.6,-3.6,11.8,4.4,7.7,44.3
3212,PSZENNO,1997,11,18.4,-6.4,7.0,0.7,3.5,34.7
3213,PSZENNO,1997,12,11.6,-16.0,4.8,-0.9,1.8,46.4
3214,PSZENNO,1998,1,14.5,-11.8,5.5,-0.6,2.2,27.0
3215,PSZENNO,1998,2,16.0,-17.2,9.4,1.2,5.0,16.6
3216,PSZENNO,1998,3,19.9,-8.5,8.2,-0.6,3.4,48.6
3217,PSZENNO,1998,4,23.4,-0.9,15.7,5.5,10.5,44.0
3218,PSZENNO,1998,5,29.1,1.5,21.0,8.2,14.7,33.4
3219,PSZENNO,1998,6,34.5,6.6,23.5,12.6,18.0,128.3
3220,PSZENNO,1998,7,34.0,8.8,23.3,13.6,18.4,100.5
3221,PSZENNO,1998,8,30.1,7.4,23.8,12.7,17.9,35.1
3222,PSZENNO,1998,9,26.6,5.9,18.3,10.3,13.8,78.7
3223,PSZENNO,1998,10,23.0,2.3,14.8,6.7,9.6,66.7
3224,PSZENNO,1998,11,13.9,-11.9,6.3,-1.4,1.4,25.5
3225,PSZENNO,1998,12,14.5,-14.8,6.2,-1.9,1.2,11.9
3226,PSZENNO,1999,1,18.6,-14.4,8.4,-0.1,3.0,15.6
3227,PSZENNO,1999,2,15.0,-11.9,5.0,-2.3,0.5,39.4
3228,PSZENNO,1999,3,23.0,-3.1,11.6,2.3,5.9,29.4
3229,PSZENNO,1999,4,21.5,-1.1,16.3,5.2,10.0,32.8
3230,PSZENNO,1999,5,30.0,0.9,20.7,8.2,14.2,38.2
3231,PSZENNO,1999,6,26.9,5.9,21.6,11.4,16.1,132.4
3232,PSZENNO,1999,7,32.3,10.2,25.9,14.3,19.8,83.8
3233,PSZENNO,1999,8,30.8,6.9,25.1,12.5,18.3,22.2
3234,PSZENNO,1999,9,28.4,6.4,23.5,11.9,16.8,30.3
3235,PSZENNO,1999,10,23.2,-4.0,14.8,6.5,9.7,35.4
3236,PSZENNO,1999,11,18.7,-5.1,8.1,1.2,3.7,36.6
3237,PSZENNO,1999,12,14.0,-9.4,6.4,-1.0,2.0,11.2
3238,PSZENNO,2000,1,13.5,-13.7,4.6,-3.1,0.1,26.3
3239,PSZENNO,2000,2,16.0,-6.6,8.7,1.3,4.2,28.8
3240,PSZENNO,2000,3,17.5,-3.6,10.3,1.9,5.2,62.8
3241,PSZENNO,2000,4,26.9,-1.1,19.0,6.1,11.7,5.4
3242,PSZENNO,2000,5,31.3,1.3,23.2,9.0,15.5,65.1
3243,PSZENNO,2000,6,35.3,4.8,25.0,12.7,18.6,34.3
3244,PSZENNO,2000,7,28.3,10.1,21.8,13.0,16.9,154.0
3245,PSZENNO,2000,8,33.8,6.3,25.8,13.6,19.0,37.9
3246,PSZENNO,2000,9,27.4,1.3,19.3,9.7,13.5,29.4
3247,PSZENNO,2000,10,23.4,4.2,17.6,9.8,12.7,21.1
3248,PSZENNO,2000,11,16.6,-1.1,12.6,4.3,7.5,39.1
3249,PSZENNO,2000,12,15.4,-7.1,7.2,0.5,3.1,7.6
3370,SŁOSZÓW,1996,1,5.5,-17.1,-3.4,-8.6,-6.4,16.1
3371,SŁOSZÓW,1996,2,4.8,-22.1,-3.2,-10.0,-7.0,36.3
3372,SŁOSZÓW,1996,3,6.3,-15.6,-0.2,-6.5,-3.6,44.3
3373,SŁOSZÓW,1996,4,22.8,-11.0,10.3,0.2,5.0,48.1
3374,SŁOSZÓW,1996,5,24.0,1.6,14.9,7.1,10.9,183.2
3375,SŁOSZÓW,1996,6,28.4,3.4,19.2,9.1,14.4,118.0
3376,SŁOSZÓW,1996,7,24.3,1.9,18.8,9.1,14.0,61.9
3377,SŁOSZÓW,1996,8,25.2,4.2,20.2,9.9,14.7,73.3
3378,SŁOSZÓW,1996,9,19.0,-0.2,10.9,5.8,8.1,91.7
3379,SŁOSZÓW,1996,10,19.0,-3.2,11.7,5.8,8.1,54.7
3380,SŁOSZÓW,1996,11,15.8,-7.3,6.7,2.0,4.1,43.5
3381,SŁOSZÓW,1996,12,5.2,-24.6,-2.9,-9.6,-6.7,30.1
3382,SŁOSZÓW,1997,1,5.6,-21.5,-2.9,-8.0,-5.6,16.6
3383,SŁOSZÓW,1997,2,9.9,-14.2,2.9,-3.0,-0.1,80.2
3384,SŁOSZÓW,1997,3,13.8,-11.4,6.1,-1.9,1.6,36.5
3385,SŁOSZÓW,1997,4,15.3,-10.2,7.4,-1.2,2.9,58.3
3386,SŁOSZÓW,1997,5,25.1,-0.7,15.9,7.4,11.3,78.6
3387,SŁOSZÓW,1997,6,28.6,2.3,19.6,9.4,14.6,82.9
3388,SŁOSZÓW,1997,7,23.4,7.4,18.8,11.5,15.0,237.5
3389,SŁOSZÓW,1997,8,26.5,6.8,22.2,10.7,16.1,55.3
3390,SŁOSZÓW,1997,9,24.9,-0.7,17.3,7.1,11.4,22.5
3391,SŁOSZÓW,1997,10,19.6,-6.0,9.3,2.5,5.2,82.0
3392,SŁOSZÓW,1997,11,15.0,-7.0,5.2,-0.2,2.2,47.7
3393,SŁOSZÓW,1997,12,10.2,-13.4,2.8,-0.8,0.9,49.7
3394,SŁOSZÓW,1998,1,9.4,-10.9,1.7,-1.9,-0.2,60.5
3395,SŁOSZÓW,1998,2,14.0,-22.5,4.8,-0.9,1.8,16.0
3396,SŁOSZÓW,1998,3,14.6,-12.7,3.7,-3.4,-0.2,80.4
3397,SŁOSZÓW,1998,4,21.0,-3.8,12.5,3.6,8.1,42.7
3398,SŁOSZÓW,1998,5,25.4,-0.6,16.5,6.2,11.7,22.1
3399,SŁOSZÓW,1998,6,31.4,6.6,20.1,11.5,16.0,155.3
3400,SŁOSZÓW,1998,7,28.8,7.4,19.7,12.0,15.8,261.8
3401,SŁOSZÓW,1998,8,28.2,6.4,20.0,11.1,15.2,78.0
3402,SŁOSZÓW,1998,9,24.0,4.8,15.0,9.0,11.7,129.1
3403,SŁOSZÓW,1998,10,17.2,-0.4,9.1,5.0,6.8,177.5
3404,SŁOSZÓW,1998,11,7.0,-10.3,1.2,-2.3,-0.8,66.3
3405,SŁOSZÓW,1998,12,8.7,-18.5,-0.3,-4.6,-2.5,47.6
3406,SŁOSZÓW,1999,1,9.2,-12.9,1.6,-2.0,-0.4,48.2
3407,SŁOSZÓW,1999,2,6.0,-14.9,-1.2,-4.5,-2.9,109.8
3408,SŁOSZÓW,1999,3,14.0,-6.2,6.1,0.3,2.9,54.1
3409,SŁOSZÓW,1999,4,15.0,-2.2,10.8,3.2,6.9,48.5
3410,SŁOSZÓW,1999,5,24.9,-0.2,15.8,6.5,11.2,30.7
3411,SŁOSZÓW,1999,6,23.8,5.4,18.2,10.6,14.3,156.6
3412,SŁOSZÓW,1999,7,28.9,7.8,21.5,13.0,17.2,67.9
3413,SŁOSZÓW,1999,8,25.6,5.8,20.6,11.0,15.2,45.1
3414,SŁOSZÓW,1999,9,22.9,6.6,19.7,10.9,14.3,40.5
3415,SŁOSZÓW,1999,10,19.0,-6.7,10.0,4.8,7.0,47.4
3416,SŁOSZÓW,1999,11,15.0,-9.9,2.9,-1.0,0.8,44.0
3417,SŁOSZÓW,1999,12,5.6,-15.0,0.2,-3.2,-1.5,60.1
3418,SŁOSZÓW,2000,1,4.0,-15.0,-2.0,-5.7,-3.9,91.8
3419,SŁOSZÓW,2000,2,9.6,-12.2,3.2,-0.5,1.2,86.3
3420,SŁOSZÓW,2000,3,11.8,-4.4,4.4,0.2,2.0,144.0
3421,SŁOSZÓW,2000,4,24.8,-2.6,14.3,4.8,9.3,35.7
3422,SŁOSZÓW,2000,5,26.6,-0.2,17.0,7.1,12.0,89.4
3423,SŁOSZÓW,2000,6,29.0,2.8,20.1,10.4,15.6,67.8
3424,SŁOSZÓW,2000,7,23.4,8.8,16.6,11.7,14.1,161.2
3425,SŁOSZÓW,2000,8,27.9,7.6,20.4,12.3,16.1,36.1
3426,SŁOSZÓW,2000,9,22.1,2.0,14.4,8.6,10.9,83.0
3427,SŁOSZÓW,2000,10,22.1,2.2,13.9,9.2,11.2,28.7
3428,SŁOSZÓW,2000,11,12.8,-5.4,8.8,2.8,5.5,54.8
3429,SŁOSZÓW,2000,12,11.9,-10.6,1.9,-1.2,0.2,42.0
3430,LĄDEK-ZDRÓJ,1996,1,6.7,-17.2,-2.3,-8.0,-5.5,16.1
3431,LĄDEK-ZDRÓJ,1996,2,5.7,-20.3,-1.4,-8.8,-5.7,38.0
3432,LĄDEK-ZDRÓJ,1996,3,7.6,-18.2,1.5,-5.6,-2.5,47.9
3433,LĄDEK-ZDRÓJ,1996,4,23.0,-9.5,11.5,0.9,5.6,67.7
3434,LĄDEK-ZDRÓJ,1996,5,25.7,2.3,16.7,7.5,12.0,114.0
3435,LĄDEK-ZDRÓJ,1996,6,30.9,5.1,21.0,9.8,15.3,85.8
3436,LĄDEK-ZDRÓJ,1996,7,26.2,4.0,20.4,10.2,15.1,99.4
3437,LĄDEK-ZDRÓJ,1996,8,26.7,6.0,21.3,10.8,15.5,111.6
3438,LĄDEK-ZDRÓJ,1996,9,20.3,1.0,11.8,6.5,8.8,171.9
3439,LĄDEK-ZDRÓJ,1996,10,17.7,-2.6,12.9,6.2,8.9,67.8
3440,LĄDEK-ZDRÓJ,1996,11,16.3,-7.1,7.9,2.8,5.0,38.5
3441,LĄDEK-ZDRÓJ,1996,12,4.7,-23.6,-1.9,-8.9,-5.8,29.5
3442,LĄDEK-ZDRÓJ,1997,1,3.7,-20.9,-1.4,-9.0,-5.6,26.0
3443,LĄDEK-ZDRÓJ,1997,2,13.0,-14.3,5.1,-2.6,0.9,27.1
3444,LĄDEK-ZDRÓJ,1997,3,15.3,-8.0,8.2,-1.6,2.5,28.5
3445,LĄDEK-ZDRÓJ,1997,4,16.3,-6.5,9.1,-0.4,3.8,78.3
3446,LĄDEK-ZDRÓJ,1997,5,28.7,1.5,17.6,7.4,12.4,119.6
3447,LĄDEK-ZDRÓJ,1997,6,30.2,3.7,20.6,9.9,15.4,127.7
3448,LĄDEK-ZDRÓJ,1997,7,25.7,7.5,20.1,11.4,15.6,570.5
3449,LĄDEK-ZDRÓJ,1997,8,27.5,6.0,23.2,10.6,16.4,58.7
3450,LĄDEK-ZDRÓJ,1997,9,26.2,0.0,18.1,7.5,11.8,27.0
3451,LĄDEK-ZDRÓJ,1997,10,21.4,-8.0,10.2,2.1,5.4,82.0
3452,LĄDEK-ZDRÓJ,1997,11,16.0,-8.6,6.0,-0.2,2.5,74.3
3453,LĄDEK-ZDRÓJ,1997,12,12.5,-19.7,3.4,-2.2,0.4,61.9
3454,LĄDEK-ZDRÓJ,1998,1,10.5,-15.6,3.5,-2.8,0.0,47.5
3455,LĄDEK-ZDRÓJ,1998,2,14.5,-20.3,7.2,-1.4,2.4,35.5
3456,LĄDEK-ZDRÓJ,1998,3,17.7,-13.6,5.9,-2.5,1.1,95.5
3457,LĄDEK-ZDRÓJ,1998,4,21.4,-3.0,14.2,4.3,8.9,47.4
3458,LĄDEK-ZDRÓJ,1998,5,26.0,1.0,18.7,6.7,12.7,37.9
3459,LĄDEK-ZDRÓJ,1998,6,31.5,5.5,22.0,11.2,16.6,163.1
3460,LĄDEK-ZDRÓJ,1998,7,31.5,6.5,21.9,11.8,16.6,135.5
3461,LĄDEK-ZDRÓJ,1998,8,28.2,4.5,21.9,10.6,15.6,69.2
3462,LĄDEK-ZDRÓJ,1998,9,21.1,3.0,17.0,8.9,12.2,132.2
3463,LĄDEK-ZDRÓJ,1998,10,18.4,-1.5,11.4,4.7,7.4,86.0
3464,LĄDEK-ZDRÓJ,1998,11,9.0,-16.6,2.3,-3.1,-0.9,45.2
3465,LĄDEK-ZDRÓJ,1998,12,10.0,-19.3,1.4,-4.8,-2.1,28.3
3466,LĄDEK-ZDRÓJ,1999,1,14.5,-14.9,4.0,-2.4,0.3,28.4
3467,LĄDEK-ZDRÓJ,1999,2,12.5,-15.1,0.9,-4.5,-2.1,61.7
3468,LĄDEK-ZDRÓJ,1999,3,17.4,-7.5,9.3,0.8,4.1,74.9
3469,LĄDEK-ZDRÓJ,1999,4,18.3,-2.5,14.4,3.5,8.3,50.0
3470,LĄDEK-ZDRÓJ,1999,5,27.8,1.0,18.8,6.6,12.5,34.2
3471,LĄDEK-ZDRÓJ,1999,6,25.8,4.0,19.7,10.2,14.7,229.9
3472,LĄDEK-ZDRÓJ,1999,7,30.8,7.5,23.0,12.4,17.7,118.9
3473,LĄDEK-ZDRÓJ,1999,8,28.3,4.5,21.7,9.9,15.6,26.0
3474,LĄDEK-ZDRÓJ,1999,9,23.7,5.0,20.4,10.0,14.5,62.9
3475,LĄDEK-ZDRÓJ,1999,10,20.2,-5.5,11.6,4.7,7.6,53.9
3476,LĄDEK-ZDRÓJ,1999,11,13.9,-8.0,4.0,-1.4,1.1,64.5
3477,LĄDEK-ZDRÓJ,1999,12,8.5,-12.0,2.1,-2.4,-0.1,27.6
3478,LĄDEK-ZDRÓJ,2000,1,7.0,-15.1,0.0,-5.5,-2.8,54.9
3479,LĄDEK-ZDRÓJ,2000,2,10.5,-10.5,4.7,-0.7,1.8,40.3
3480,LĄDEK-ZDRÓJ,2000,3,13.9,-5.0,6.2,0.2,2.9,117.6
3481,LĄDEK-ZDRÓJ,2000,4,25.3,-3.0,16.2,4.7,9.9,27.2
3482,LĄDEK-ZDRÓJ,2000,5,27.3,-0.5,19.9,7.7,13.4,79.6
3483,LĄDEK-ZDRÓJ,2000,6,32.3,4.0,22.0,9.7,15.9,98.8
3484,LĄDEK-ZDRÓJ,2000,7,26.8,5.0,19.3,10.4,14.9,216.6
3485,LĄDEK-ZDRÓJ,2000,8,31.3,6.5,23.4,11.5,16.8,67.1
3486,LĄDEK-ZDRÓJ,2000,9,23.7,-1.6,16.6,7.6,11.3,42.6
3487,LĄDEK-ZDRÓJ,2000,10,23.7,-0.5,16.0,7.5,11.5,20.3
